# z mu_apparent dmu
0.033500 16.948321 0.055922
0.036600 16.937254 0.057110
0.026600 16.392056 0.060952
0.024700 15.996313 0.057405
0.016788 15.532699 0.062498
0.048819 17.868146 0.066721
0.016257 15.387490 0.064104
0.018848 15.379958 0.062305
0.063420 18.284953 0.118746
0.039917 17.324415 0.055844
0.019959 15.752403 0.066009
0.015139 15.070836 0.077549
0.032682 16.908090 0.076088
0.036529 17.153670 0.072405
0.015407 15.422817 0.064005
0.056806 17.983046 0.075102
0.072409 18.918057 0.096884
0.031263 16.715100 0.083577
0.029411 16.116586 0.052703
0.024199 15.917441 0.072718
0.032550 18.708916 0.106890
0.025830 16.229821 0.084617
0.014022 14.977747 0.090021
0.034325 16.934637 0.069428
0.019998 15.543629 0.072635
0.019593 15.449484 0.115001
0.025969 16.170824 0.148380
0.027459 16.376602 0.072221
0.013948 16.854957 0.105913
0.010573 14.507217 0.091995
0.014506 14.864432 0.068674
0.015864 15.258469 0.074018
0.014540 14.828779 0.078393
0.013565 14.691612 0.072373
0.023849 15.967975 0.100678
0.034955 16.945219 0.054366
0.011270 14.372477 0.089556
0.058645 18.302266 0.102532
0.026587 16.366904 0.064714
0.022926 16.159356 0.064796
1.206000 26.211813 0.376129
1.700000 26.640585 0.329087
1.540000 26.263345 0.217786
1.614000 26.211123 0.247925
2.260000 26.677871 0.391632
1.222000 26.223142 0.133555
1.070000 25.027112 0.166452
1.800000 26.433383 0.236909
1.550000 26.498471 0.196944
1.330000 25.982068 0.161478
1.914000 26.010955 0.322289
0.054362 17.901740 0.057223
0.156132 20.117478 0.056590
0.039284 17.271775 0.062717
0.124104 19.677231 0.085170
0.144122 19.764284 0.115843
0.129877 19.832598 0.088219
0.078383 18.582380 0.054398
0.282467 21.357260 0.096955
0.318922 21.794112 0.116438
0.230133 21.184623 0.093685
0.247141 21.380997 0.068147
0.382804 22.372016 0.118743
0.135181 20.020825 0.094278
0.252383 21.400833 0.065837
0.149555 20.188302 0.060919
0.153270 20.175238 0.057258
0.245575 21.269544 0.068640
0.103573 19.513978 0.046413
0.351868 22.255660 0.059405
0.372803 22.469316 0.062243
0.621089 23.866887 0.143047
0.467807 23.189294 0.099103
0.221019 21.110279 0.047244
0.196624 20.737627 0.045689
0.312725 21.998682 0.058416
0.100688 19.521907 0.055043
0.032118 16.675046 0.065604
0.087952 18.762890 0.064148
0.477492 22.846441 0.214429
0.110579 19.518172 0.059055
0.410358 22.554630 0.229111
0.226131 21.081451 0.069364
0.147936 20.353780 0.136002
0.102882 19.033426 0.072644
0.260915 21.517762 0.080454
0.361530 22.650649 0.186830
0.503259 23.050543 0.269954
0.226720 21.193193 0.071169
0.447967 22.831452 0.136867
0.382241 22.533840 0.131575
0.440445 23.808278 0.263123
0.249435 21.465306 0.074052
0.279878 21.585816 0.063793
0.337495 21.841764 0.108071
0.426898 22.790622 0.157895
0.528911 23.020258 0.159206
0.550216 23.399440 0.187561
0.576096 23.646217 0.193898
0.388024 22.573915 0.172471
0.325451 22.176424 0.103782
0.360055 22.174327 0.102623
0.350968 22.295261 0.098900
0.347046 21.997876 0.103798
0.328394 22.145805 0.159811
0.451003 22.453766 0.126762
0.439666 22.716749 0.133608
0.393004 22.557329 0.103990
0.268683 21.767521 0.068782
0.327814 21.763590 0.125386
0.135050 20.188575 0.050633
0.351520 22.317442 0.160453
0.476120 23.142965 0.218370
0.063354 18.540995 0.055012
0.529381 23.231351 0.202314
0.666698 23.346741 0.408531
0.472626 22.849294 0.130577
0.318343 22.240750 0.138599
0.167609 20.372138 0.055392
0.349303 22.242316 0.076962
0.282263 21.928196 0.093441
0.275138 21.473655 0.087710
0.320338 21.849319 0.096774
0.065075 18.419722 0.054339
0.498873 23.068531 0.143146
0.611578 24.038660 0.155684
0.317022 22.030798 0.084818
0.429219 22.919610 0.108179
0.631853 23.803545 0.233926
0.427354 22.931153 0.146019
0.429938 22.846241 0.175122
0.506960 23.018443 0.152426
0.139179 19.937678 0.057766
0.464003 22.523425 0.185809
0.144030 20.030481 0.055709
0.287228 21.788002 0.087208
0.307205 22.003472 0.087108
0.173424 20.817045 0.071316
0.430275 22.834918 0.147634
0.447261 22.664041 0.152167
0.316927 22.053757 0.140519
0.216120 20.853891 0.064978
0.274700 21.843965 0.110559
0.364925 22.066430 0.171020
0.102579 19.060030 0.065951
0.203902 20.881172 0.102784
0.381434 22.370188 0.113500
0.541493 22.999759 0.244330
0.421453 22.604634 0.161483
0.343411 21.742516 0.161758
0.199151 20.845992 0.092910
0.264219 21.560180 0.101355
0.234341 21.020455 0.141859
0.427543 22.830276 0.148351
0.214011 20.934002 0.113586
0.316375 22.101901 0.125074
0.428445 23.091778 0.182753
0.578835 23.284696 0.238620
0.402718 22.497222 0.139477
0.481710 23.427881 0.167970
0.323341 21.716902 0.096668
0.393725 22.301836 0.145568
0.452892 23.150694 0.107747
0.174098 20.314523 0.047931
0.162545 20.344203 0.055698
0.331754 22.256095 0.073479
0.352764 22.394366 0.087010
0.299066 22.124882 0.116790
0.248183 21.454066 0.070512
0.330941 21.848110 0.104209
0.076728 18.714790 0.135529
0.082637 18.729925 0.071627
0.106245 19.566548 0.069153
0.293610 21.876661 0.130068
0.333606 22.383357 0.125315
0.209138 20.955552 0.054616
0.102971 19.277656 0.053631
0.275788 21.548987 0.060723
0.303896 21.972350 0.081005
0.292905 21.864586 0.110377
0.323699 22.143850 0.120465
0.133389 19.845405 0.048798
0.588240 22.771035 0.248583
0.271554 21.518313 0.070578
0.106886 19.596848 0.083180
0.531758 23.754271 0.281787
0.358978 22.497865 0.112185
0.297775 21.806975 0.121783
0.100809 19.370124 0.054494
0.360830 21.972534 0.170115
0.353712 22.322028 0.115480
0.348990 22.286520 0.088947
0.423598 22.573438 0.287194
0.630615 23.337506 0.226979
0.321591 22.202863 0.149073
0.300175 21.937180 0.069103
0.147570 20.080063 0.046881
0.510062 23.063676 0.111452
0.306746 21.782596 0.118545
0.227329 21.202911 0.069697
0.260081 21.406265 0.061640
0.365275 22.284084 0.090086
0.138641 20.045985 0.049143
0.142241 20.151517 0.050015
0.328216 22.329223 0.146463
0.137042 20.031642 0.046241
0.090565 19.212646 0.050584
0.170753 20.553940 0.050213
0.238487 21.302033 0.265658
0.269349 21.391850 0.076171
0.428251 22.645810 0.121768
0.345651 22.416649 0.246903
0.505457 23.166974 0.137780
0.479020 22.981510 0.141783
0.250671 21.483850 0.056961
0.317121 22.121819 0.072419
0.281949 21.639714 0.063105
0.517981 23.143323 0.151188
0.236085 21.248633 0.062168
0.379084 22.386358 0.103845
0.340093 21.943073 0.119567
0.370061 22.431260 0.303374
0.263059 21.305039 0.104227
0.261228 21.373081 0.099215
0.224330 21.128202 0.059322
0.347916 22.416782 0.108541
0.320147 21.954812 0.090193
0.134291 19.983966 0.075145
0.318478 21.976950 0.179335
0.140270 20.144046 0.105031
0.149755 20.981826 0.120803
0.307186 22.255030 0.195370
0.275132 21.700864 0.163208
0.308186 21.856419 0.068921
0.234640 21.613179 0.100569
0.404826 22.249284 0.148328
0.301382 22.158083 0.129630
0.286168 21.743697 0.097677
0.368304 22.298520 0.093550
0.302702 21.887071 0.061602
0.170549 20.503407 0.051985
0.264848 21.510300 0.077026
0.079856 18.724288 0.054121
0.501502 22.982476 0.226824
0.181271 20.619077 0.049814
0.305755 21.883988 0.062428
0.187917 20.789973 0.056209
0.386640 22.428074 0.092402
0.231533 21.244399 0.058433
0.199401 20.965378 0.059598
0.047923 17.469578 0.064270
0.223219 21.041213 0.054185
0.479132 23.280598 0.189971
0.332750 22.101638 0.073117
0.027225 16.306148 0.064774
0.472903 23.221205 0.164133
0.192595 20.014794 0.097060
0.331398 21.974104 0.120654
0.178406 20.709800 0.053601
0.261569 21.599846 0.061797
0.186883 20.795540 0.055336
0.071845 18.547626 0.052659
0.306503 21.323312 0.160710
0.177174 20.658200 0.046616
0.350563 22.027725 0.118940
0.339353 22.088648 0.124380
0.271698 21.677467 0.056201
0.122182 19.727776 0.050415
0.292179 21.363779 0.072561
0.250179 21.419556 0.052445
0.370932 22.240311 0.080794
0.161057 20.445838 0.072235
0.339667 23.151166 0.180317
0.179692 20.515796 0.054201
0.297213 22.258700 0.113115
0.272638 21.602111 0.122385
0.401447 22.739028 0.111720
0.244018 21.492843 0.110332
0.291258 21.637657 0.140814
0.359783 22.053137 0.199347
0.315833 21.694539 0.102791
0.327223 21.967543 0.148149
0.230293 21.137043 0.086580
0.305101 21.892053 0.093728
0.146155 20.253085 0.048745
0.158257 20.527462 0.051755
0.284265 21.748629 0.115648
0.418268 22.730134 0.140785
0.434666 22.670454 0.120445
0.176163 20.671536 0.078299
0.318116 21.912209 0.122859
0.189142 20.768375 0.057137
0.247273 21.463564 0.077038
0.519019 23.230909 0.237102
0.215742 21.062638 0.064586
0.408462 22.749155 0.216060
0.187316 20.740173 0.057062
0.151270 20.123747 0.055257
0.208220 21.199322 0.082448
0.302530 21.983515 0.138846
0.241925 21.159717 0.087837
0.211308 20.977735 0.087864
0.239129 20.961860 0.068331
0.337113 22.134504 0.139207
0.332391 22.019717 0.082154
0.345462 22.182485 0.161920
0.201286 21.096937 0.047912
0.293739 21.814400 0.127988
0.361415 22.496812 0.097369
0.034122 17.149718 0.065509
0.244214 21.657232 0.066136
0.224015 21.148270 0.051784
0.056440 17.984243 0.054015
0.120171 19.742382 0.050180
0.424660 22.648040 0.146417
0.342751 21.888274 0.140303
0.250926 21.272537 0.085825
0.380922 22.607900 0.087901
0.285485 21.752203 0.090629
0.312371 22.051164 0.086066
0.325909 22.131532 0.098141
0.335710 22.052047 0.064991
0.291603 21.863788 0.118625
0.240446 21.351341 0.084721
0.437690 22.773188 0.119529
0.503701 23.020142 0.284709
0.241165 21.392153 0.058645
0.370220 22.474054 0.095283
0.461684 23.199729 0.165644
0.270060 21.679287 0.054979
0.262796 21.542235 0.099708
0.119813 19.554457 0.057615
0.546101 23.733290 0.187727
0.308058 22.215510 0.070414
0.411524 22.766543 0.110446
0.250045 21.635791 0.102379
0.280893 21.750897 0.061260
0.267295 21.659548 0.076953
0.049655 17.600074 0.086040
0.327173 22.403315 0.127054
0.410110 22.735988 0.148364
0.328622 22.130299 0.073173
0.073168 18.581763 0.095422
0.257263 21.623731 0.068851
0.318386 22.097093 0.183397
0.223108 20.972773 0.097550
0.419302 22.409157 0.153106
0.210125 21.198672 0.068286
0.246711 21.125639 0.125964
0.252512 21.374696 0.115619
0.419063 23.019776 0.233049
0.386152 22.483512 0.192890
0.438827 22.772410 0.223024
0.081179 18.784005 0.056555
0.478492 23.043478 0.183837
0.306605 21.903853 0.131050
0.364104 22.445066 0.130464
0.197868 20.935250 0.083175
0.247304 21.293305 0.137474
0.300206 22.203860 0.128773
0.297245 21.682132 0.134774
0.122125 19.856201 0.064775
0.332747 22.003729 0.086232
0.382096 22.314360 0.169745
0.338100 22.135287 0.116794
0.241425 21.435558 0.066926
0.200395 20.926820 0.060954
0.176277 20.635627 0.057338
0.381095 22.429867 0.146587
0.222321 21.439203 0.159804
0.090840 18.987179 0.073518
0.475591 23.041839 0.175032
0.950782 24.540689 0.179406
1.299111 25.671089 0.121335
1.304107 25.328600 0.196070
0.525408 24.132206 0.182825
0.734327 24.023588 0.117561
0.935775 24.529569 0.160994
1.306111 25.858875 0.225505
1.550018 26.223227 0.220079
1.265903 25.576167 0.172710
0.670668 23.872570 0.136534
0.640661 23.782359 0.116679
1.340938 25.665206 0.197869
0.900760 24.020667 0.134037
0.840736 24.376311 0.106076
0.954783 25.051457 0.193861
1.020808 25.160089 0.169055
1.139170 25.194618 0.208481
0.854742 24.623889 0.184681
1.369080 25.784228 0.163079
0.974234 24.976844 0.120248
0.970784 25.651300 0.253503
0.739324 24.178652 0.109913
1.390961 25.639441 0.181813
0.954783 24.830856 0.183238
0.460586 23.081516 0.120193
1.020809 24.787795 0.175818
1.120851 25.321107 0.153524
1.230894 25.822096 0.158107
0.839735 24.299295 0.181209
1.010808 25.528386 0.245258
0.520412 23.318890 0.117811
0.146889 20.449961 0.079065
0.380494 22.291155 0.261940
0.161800 20.568993 0.088562
0.250289 21.658940 0.103266
0.261982 22.771053 0.359504
0.208468 20.877150 0.078396
0.357669 22.245625 0.283046
0.549726 23.089367 0.432667
0.243149 21.296248 0.070255
0.237417 22.032629 0.202519
0.085038 18.926102 0.059987
0.190088 20.910581 0.077126
0.126940 19.838604 0.069919
0.147025 20.301254 0.053595
0.129033 19.728219 0.085209
0.160352 20.209209 0.074717
0.183217 20.592392 0.075043
0.296391 22.335494 0.417808
0.261657 21.488181 0.141550
0.215653 21.269286 0.142445
0.088477 18.903162 0.052519
0.256085 21.490864 0.173603
0.117969 19.518673 0.050592
0.263492 21.826942 0.108557
0.140700 20.260896 0.073188
0.151859 20.177797 0.058205
0.094009 19.192361 0.054645
0.261621 21.884338 0.168922
0.211788 21.403572 0.162040
0.286619 22.017357 0.134448
0.338803 22.312292 0.192468
0.179585 20.567490 0.068098
0.190290 20.980626 0.082789
0.117406 19.647544 0.053643
0.143104 20.173122 0.054652
0.288898 21.788227 0.160449
0.194216 20.887920 0.098855
0.123030 19.706835 0.068166
0.173146 20.490772 0.059514
0.085433 18.879722 0.045051
0.164306 20.372709 0.059000
0.159901 20.247376 0.062873
0.212097 20.990631 0.097295
0.248351 21.282247 0.103000
0.229666 21.263833 0.090303
0.257823 21.684569 0.133515
0.264048 21.598769 0.143080
0.126077 19.622335 0.063691
0.389088 22.518182 0.282692
0.244478 21.260460 0.097364
0.249612 21.767558 0.115435
0.276556 21.733635 0.194574
0.330513 22.159510 0.183850
0.361934 22.347250 0.221060
0.275441 21.650101 0.145884
0.160592 20.280658 0.057375
0.331035 21.956471 0.197803
0.106938 19.474429 0.064026
0.061697 17.985485 0.044776
0.174310 20.503905 0.093068
0.399403 22.706435 0.281778
0.116348 19.718551 0.047449
0.300212 21.824108 0.171871
0.185813 20.860374 0.076155
0.218868 21.146252 0.073709
0.178391 21.049428 0.088222
0.409460 22.657524 0.285942
0.119914 19.707433 0.045830
0.154924 20.284717 0.055853
0.129282 19.773057 0.044323
0.250368 21.679977 0.083781
0.391599 22.504749 0.220178
0.309294 22.053176 0.122356
0.185002 20.783659 0.059196
0.279228 21.762700 0.110850
0.066511 18.277744 0.050652
0.279800 21.371675 0.132282
0.257998 21.573045 0.128418
0.293530 21.849844 0.148994
0.123762 19.675268 0.044975
0.309149 22.123264 0.177414
0.172701 20.391244 0.066285
0.308214 21.808146 0.209868
0.298878 22.141024 0.172249
0.287037 21.944652 0.220037
0.265764 21.534595 0.098678
0.402761 23.175155 0.350522
0.202674 20.812644 0.100692
0.326398 21.946183 0.150899
0.211630 20.922576 0.075374
0.312883 22.026020 0.142034
0.093369 19.077182 0.050829
0.303538 21.930036 0.142274
0.108856 19.476158 0.058629
0.214569 21.183440 0.080757
0.366604 22.830838 0.248861
0.189787 20.655154 0.077227
0.178899 20.718915 0.076693
0.203226 20.988193 0.106009
0.320448 22.177473 0.134135
0.218347 21.230278 0.101278
0.211597 20.908305 0.093901
0.360230 21.998591 0.236392
0.257598 21.593166 0.137586
0.420927 23.165469 0.277258
0.379863 22.486666 0.144541
0.270906 21.610961 0.150222
0.251740 21.417196 0.079902
0.316132 22.332659 0.232320
0.195610 20.780231 0.112959
0.184680 20.520524 0.098853
0.116277 19.695415 0.056468
0.389280 22.906342 0.291929
0.064256 18.062479 0.068725
0.144093 20.139800 0.074775
0.252487 21.486097 0.154063
0.299222 22.039221 0.286344
0.348852 22.350140 0.242512
0.218853 21.344919 0.147071
0.256719 21.475065 0.164295
0.102877 19.408192 0.073476
0.394074 22.854174 0.190609
0.213530 21.092740 0.113711
0.082817 18.982034 0.065981
0.138680 19.898229 0.091202
0.146065 20.342627 0.088827
0.168171 20.413299 0.083525
0.165949 20.165081 0.075711
0.120422 19.711538 0.062355
0.233804 21.198623 0.166330
0.229162 21.197331 0.113759
0.188911 20.430845 0.089395
0.170628 20.375834 0.086409
0.170283 20.623659 0.061545
0.124550 19.812373 0.049041
0.179152 20.477421 0.094930
0.305691 21.461168 0.228322
0.256550 21.589767 0.153200
0.197181 20.931902 0.067507
0.130868 19.737001 0.054053
0.222864 21.342516 0.087200
0.081411 18.841481 0.042927
0.103370 19.330861 0.041110
0.234759 21.212588 0.105080
0.264510 21.765968 0.177777
0.278064 21.622730 0.193547
0.202152 20.707110 0.065954
0.246425 21.359579 0.134172
0.292073 21.810317 0.249490
0.263944 21.611032 0.292151
0.102644 19.572213 0.052380
0.370458 22.723101 0.219816
0.211144 20.989780 0.176528
0.236702 21.171488 0.118014
0.197858 21.496782 0.160074
0.179896 20.947145 0.104343
0.226685 21.296594 0.100573
0.296828 21.700876 0.138966
0.213384 21.071075 0.084287
0.208521 21.015195 0.080082
0.243405 21.347783 0.144977
0.236520 21.489601 0.111806
0.260698 22.056791 0.244339
0.225337 21.243153 0.093846
0.287424 21.981342 0.122509
0.147290 20.059385 0.050738
0.329841 21.915316 0.168761
0.246034 21.415900 0.083113
0.156533 20.202834 0.058399
0.251036 21.446048 0.152253
0.144777 20.131752 0.078347
0.132428 20.267050 0.056518
0.148820 20.188058 0.054484
0.138717 20.231153 0.055403
0.044338 17.220165 0.043011
0.147915 20.145903 0.052691
0.173997 20.641728 0.068967
0.180366 20.385379 0.058476
0.203078 20.940433 0.066980
0.135051 20.260118 0.074164
0.105887 19.192250 0.047986
0.280694 22.463754 0.164242
0.329309 22.369486 0.248353
0.119664 19.939973 0.057417
0.177886 20.579654 0.061844
0.260699 21.672122 0.121790
0.284362 21.554420 0.126662
0.327932 21.945310 0.148261
0.223340 21.162186 0.088881
0.177798 20.071778 0.052889
0.118447 19.851012 0.048184
0.176531 20.624621 0.056171
0.182798 20.829911 0.085720
0.153037 20.355627 0.053854
0.147338 19.990143 0.062065
0.380037 22.126527 0.294076
0.248522 21.269307 0.096229
0.394414 22.968890 0.199511
0.203130 20.924082 0.079347
0.198005 20.728617 0.087173
0.246368 21.514515 0.096501
0.138185 20.084812 0.052231
0.210539 20.880399 0.083120
0.135136 20.223500 0.063559
0.215128 21.461131 0.120276
0.210825 20.879257 0.075988
0.384917 22.720325 0.228045
0.219750 21.251412 0.101194
0.299356 21.633549 0.134341
0.360616 22.403351 0.172405
0.291073 22.069318 0.284575
0.196112 20.908097 0.079252
0.222559 21.299203 0.093793
0.207354 21.210533 0.119556
0.236296 21.475285 0.083114
0.186507 20.823567 0.071747
0.184428 20.811014 0.068271
0.159347 20.129157 0.053088
0.173734 20.812369 0.070614
0.184813 20.709501 0.064906
0.125419 20.263362 0.062182
0.181225 20.637113 0.056310
0.242061 21.711344 0.131175
0.306322 21.985024 0.162255
0.380475 22.055434 0.202508
0.273401 21.522917 0.129006
0.230491 20.889662 0.071185
0.220681 20.835068 0.125604
0.314944 21.953029 0.171526
0.261294 21.286046 0.121062
0.133526 19.892276 0.047158
0.219346 21.116490 0.086076
0.177062 20.596389 0.069933
0.244357 21.208000 0.122878
0.315818 21.903469 0.160122
0.205480 20.891831 0.078186
0.123356 19.696781 0.049663
0.126879 19.768312 0.060538
0.385038 23.048182 0.254750
0.369516 22.609555 0.200821
0.173827 20.465722 0.099137
0.388571 23.040560 0.249491
0.203176 20.949919 0.074605
0.193921 20.793320 0.084300
0.309382 21.783521 0.222956
0.195801 20.951447 0.078039
0.249728 21.503823 0.113388
0.283322 21.722410 0.121941
0.196541 21.048091 0.088978
0.284337 21.645108 0.140556
0.155959 20.336831 0.061469
0.037110 17.017375 0.066974
0.060158 18.165423 0.052544
0.268200 21.729102 0.170398
0.203678 20.984269 0.074877
0.334388 22.252868 0.203315
0.153389 20.420237 0.052317
0.374254 22.476675 0.215877
0.117706 19.514565 0.069187
0.191763 20.819222 0.099474
0.070667 18.279280 0.061231
0.201785 21.159495 0.094735
0.249733 21.534303 0.087801
0.173568 20.480113 0.088034
0.301291 21.812765 0.220905
0.399071 22.536403 0.281573
0.180792 20.612484 0.103760
0.138109 19.952556 0.058659
0.138637 20.327609 0.075035
0.169599 20.748516 0.094655
0.194663 21.179977 0.163904
0.183757 20.898332 0.092796
0.198667 20.934408 0.086302
0.245550 21.019369 0.141911
0.159994 20.323977 0.064109
0.177685 20.374114 0.084413
0.233812 21.302158 0.205662
0.182025 20.533950 0.089082
0.251909 21.594172 0.124362
0.188543 20.765336 0.124082
0.176962 20.594016 0.101209
0.145333 20.100093 0.111315
0.143873 20.016605 0.049772
0.062145 18.231736 0.053124
0.136390 19.803395 0.060324
0.177020 21.305059 0.173769
0.210749 21.282816 0.110501
0.216737 21.224091 0.091444
0.136854 20.568968 0.107675
0.256246 21.351538 0.130477
0.205146 21.182144 0.130128
0.277487 22.351463 0.214295
0.155172 20.404115 0.073690
0.287457 21.829627 0.133703
0.093910 19.312479 0.059295
0.237751 21.331674 0.097635
0.369762 22.403043 0.221418
0.266866 21.601765 0.127442
0.152714 20.398840 0.067469
0.129400 19.861705 0.064336
0.113643 19.337170 0.051336
0.109260 19.081787 0.046909
0.196713 21.031226 0.091788
0.118589 19.338767 0.094548
0.218814 20.863017 0.097829
0.212263 21.015478 0.077910
0.245403 21.350424 0.086543
0.136959 20.042068 0.059265
0.174828 20.736058 0.071557
0.226472 21.398010 0.086435
0.241847 21.523718 0.090918
0.112425 19.748420 0.050915
0.318042 22.877966 0.249419
0.285433 22.000075 0.149470
0.106377 19.367456 0.049277
0.189307 20.640091 0.092608
0.153167 20.134483 0.047543
0.197257 20.784923 0.060722
0.189141 21.101135 0.096840
0.176245 20.742536 0.068065
0.127151 19.864239 0.050762
0.128366 19.877003 0.056433
0.122617 19.693826 0.049764
0.175584 20.637363 0.064035
0.185631 20.603328 0.069176
0.076639 18.794495 0.049660
0.219552 20.807400 0.119538
0.386667 22.591724 0.201118
0.401274 22.566559 0.276160
0.257219 21.556778 0.118763
0.325692 21.990144 0.215592
0.404499 22.835315 0.298365
0.291136 21.461568 0.147615
0.217566 21.054725 0.103354
0.468610 23.347249 0.359737
0.276185 21.693218 0.090897
0.268560 21.812733 0.130764
0.204532 20.976361 0.083296
0.235420 21.227945 0.119548
0.400093 22.547490 0.278977
0.270097 21.637394 0.100279
0.210227 20.513312 0.060817
0.153245 20.270464 0.059425
0.209304 20.954072 0.071941
0.366275 22.612643 0.215710
0.213228 20.914705 0.107302
0.278216 21.791264 0.120364
0.257208 21.535292 0.153414
0.396541 22.925494 0.345791
0.402588 22.972870 0.317557
0.294479 22.061726 0.242693
0.121642 19.943005 0.050171
0.164548 20.323996 0.053461
0.054876 17.871043 0.055127
0.103510 19.181050 0.056612
0.353459 22.164970 0.207031
0.163565 20.266899 0.073243
0.378399 22.743217 0.229675
0.198625 20.958791 0.074916
0.313762 22.089568 0.160048
0.210052 20.910021 0.138732
0.201533 20.772341 0.083174
0.401275 22.343833 0.215202
0.295674 21.719965 0.227705
0.145815 19.983241 0.058605
0.224519 21.455697 0.119643
0.136869 19.959669 0.065215
0.138333 20.147248 0.074664
0.303942 21.790886 0.134576
0.128260 19.754036 0.095485
0.300410 21.518772 0.180973
0.352358 22.588390 0.237081
0.303835 22.248010 0.178686
0.291349 21.870024 0.148443
0.268214 21.659332 0.141636
0.183876 20.785537 0.110634
0.331364 22.162016 0.215643
0.248828 21.427578 0.104903
0.174279 20.432360 0.062258
0.233708 21.681049 0.167460
0.242669 21.342316 0.131649
0.106834 19.461267 0.062730
0.205566 21.113114 0.087173
0.314679 21.777424 0.137201
0.245577 21.353019 0.109074
0.275735 21.730351 0.143097
0.301646 21.713827 0.241492
0.316413 21.818721 0.263754
0.217279 21.088135 0.130490
0.263567 21.383372 0.127282
0.237340 21.464941 0.190317
0.227856 20.941990 0.112786
0.219792 21.029229 0.113915
0.208309 20.528053 0.128179
0.286553 21.721048 0.143182
0.190250 20.641394 0.135002
0.194437 20.868703 0.205256
0.164775 20.297321 0.081321
0.210985 20.868478 0.078287
0.503084 23.202997 0.077782
0.580724 23.749223 0.094497
0.494796 23.109385 0.071444
0.345928 22.318077 0.062761
0.677662 24.241865 0.169182
0.866495 24.453983 0.186987
0.330932 22.042391 0.055545
0.798566 24.291671 0.188257
0.449561 22.935108 0.151037
0.371443 22.536470 0.115478
0.291718 21.723048 0.087650
0.355819 22.324859 0.083406
0.283603 21.637642 0.062688
0.632225 23.845585 0.125887
0.466406 23.446379 0.122262
0.268617 21.485652 0.048496
0.946879 24.076663 0.237537
0.924907 24.853442 0.265492
0.693156 23.906528 0.233257
0.625224 23.689325 0.096318
0.896933 24.771093 0.200776
0.608253 23.679894 0.097552
0.789044 24.334812 0.182999
0.578283 23.469872 0.104231
0.590272 23.505452 0.138456
0.719627 23.936835 0.166276
0.210032 20.882004 0.045206
0.766590 24.601068 0.144924
0.858513 24.133149 0.160923
0.367904 22.619631 0.052030
0.558746 23.417173 0.088053
0.848510 24.520314 0.154243
0.996391 25.136792 0.191769
0.776595 24.075921 0.181689
0.582933 23.603953 0.091338
0.583743 23.617859 0.077530
0.796553 23.812756 0.167042
0.588721 23.640240 0.093236
0.913473 24.775137 0.161001
0.768587 24.090928 0.165196
0.948455 24.479122 0.216226
0.513793 23.435492 0.093271
0.733609 24.017416 0.134281
0.637701 23.347791 0.197714
0.765589 24.091088 0.138999
0.434861 22.831228 0.069681
0.983407 25.124255 0.204921
0.583743 23.651603 0.107197
0.700632 23.934491 0.139450
0.662058 23.834775 0.134501
0.838140 24.224249 0.246984
0.621886 23.577321 0.149953
0.370597 22.316337 0.079668
0.416643 22.761983 0.074840
0.358580 22.226611 0.063393
0.451692 22.530169 0.096498
0.522773 23.420155 0.098373
0.734009 24.352810 0.246741
0.701978 23.752101 0.266659
0.742021 24.615711 0.222314
0.746132 23.994853 0.147503
0.349570 21.923367 0.070570
0.591848 23.546547 0.089995
0.514758 23.487253 0.097559
0.620631 23.801568 0.120775
0.643646 23.859963 0.142144
1.002794 25.207928 0.302098
0.470585 22.850928 0.079148
0.610643 23.702421 0.092096
0.263487 21.372649 0.046366
0.358335 22.189753 0.052597
0.742696 24.026245 0.171587
0.451555 22.560607 0.072652
0.910751 24.873338 0.198085
0.552604 23.134068 0.088068
0.337534 22.214037 0.050641
0.750680 23.928824 0.168709
0.983776 24.907372 0.373464
0.822696 24.624071 0.152431
0.813695 24.613997 0.148278
0.950762 25.076751 0.203734
0.817732 24.639774 0.167471
0.340519 22.257797 0.046286
0.960750 24.366594 0.228618
0.810719 24.217952 0.189342
0.756686 24.587249 0.144875
0.611243 23.860518 0.132423
0.877961 24.924303 0.162910
0.548316 23.156085 0.106465
0.809022 24.196892 0.177751
1.028789 25.154952 0.237393
0.627230 23.736065 0.097697
0.422444 22.704947 0.063663
0.933889 24.602108 0.361309
0.701148 24.120954 0.138126
0.697154 24.027159 0.124334
0.685170 23.946698 0.202947
0.767065 24.703772 0.184084
0.931890 24.872211 0.182539
0.863967 24.610493 0.190003
0.749091 23.807464 0.151123
0.514345 23.339799 0.075867
0.468398 23.063897 0.075864
0.470390 23.336443 0.093318
0.958861 25.213371 0.237780
0.927898 24.910846 0.241661
0.840522 24.613251 0.163676
0.630699 23.701253 0.091279
0.562751 23.544680 0.074118
0.615698 23.717422 0.109955
0.828528 24.941455 0.169421
0.564741 23.455540 0.094962
0.578745 23.535733 0.076111
0.557743 23.445423 0.091016
0.864497 24.711298 0.157712
0.735608 24.200375 0.166264
0.858507 24.425483 0.206550
0.261984 21.443940 0.049791
0.585744 23.761007 0.108365
0.761580 24.157249 0.142394
0.488800 23.170085 0.068177
0.858516 24.971015 0.233635
0.688656 23.974615 0.116805
0.558743 23.877147 0.125912
0.324542 22.055404 0.047958
0.480715 22.977968 0.065823
0.185380 20.729831 0.045245
0.922235 24.451851 0.289685
0.681955 23.912691 0.116499
0.475718 23.063801 0.065778
